Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2021,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.1,23.1,,,22.1,24.2,2364,1015417,Overall,Overall,,,DISEST,STATTYPE,8,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.9,23.9,,,22.5,25.4,1867,671764,Overall,Overall,,,DISEST,STATTYPE,9,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.5,5.5,,,4.9,6.2,689,464861,Overall,Overall,,,DISEST,STATTYPE,13,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.2,12.2,,,11.3,13.1,3048,4583278,Overall,Overall,,,DISEST,STATTYPE,88,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,70.7,70.7,,,69.2,72.1,4332,956668,Overall,Overall,,,DISEST,STATTYPE,16,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.6,5.6,,,5.2,6.1,1200,279957,Overall,Overall,,,DISEST,STATTYPE,27,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.2,13.2,,,11.6,14.9,378,1250342,Overall,Overall,,,DISEST,STATTYPE,17,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,27.2,27.2,,,25.9,28.5,2612,2126440,Overall,Overall,,,DISEST,STATTYPE,26,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.4,7.4,,,6.5,8.4,426,443182,Overall,Overall,,,DISEST,STATTYPE,47,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.3,10.3,,,9.3,11.3,702,679940,Overall,Overall,,,DISEST,STATTYPE,34,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,74.2,74.2,,,73.0,75.3,20160,27761871,Overall,Overall,,,DISEST,STATTYPE,88,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.8,2.8,,,2.2,3.7,144,13284,Overall,Overall,,,DISEST,STATTYPE,56,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.0,6.0,,,5.3,6.9,574,80131,Overall,Overall,,,DISEST,STATTYPE,15,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.3,9.3,,,8.4,10.4,754,55515,Overall,Overall,,,DISEST,STATTYPE,50,Q6MOB,AGEADJPREV,CAT1,BO1,,
2021,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.5,6.5,,,5.8,7.4,463,787249,Overall,Overall,,,DISEST,STATTYPE,42,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.9,2.9,,,2.3,3.6,198,31440,Overall,Overall,,,DISEST,STATTYPE,33,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,VI,U.S. Virgin Islands,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,3.7,3.7,,,2.3,6.0,66,3039,Overall,Overall,,,DISEST,STATTYPE,78,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.4,3.4,,,2.7,4.4,144,27514,Overall,Overall,,,DISEST,STATTYPE,10,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,32.3,32.3,,,30.3,34.3,1594,1291897,Overall,Overall,,,DISEST,STATTYPE,1,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,29.3,29.3,,,27.9,30.8,2234,421236,Overall,Overall,,,DISEST,STATTYPE,16,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.0,10.0,,,9.2,10.9,1291,431906,Overall,Overall,,,DISEST,STATTYPE,24,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,14.7,14.7,,,13.7,15.8,1712,670267,Overall,Overall,,,DISEST,STATTYPE,29,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,70.7,70.7,,,69.3,72.1,7692,746718,Overall,Overall,,,DISEST,STATTYPE,23,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,22.6,22.6,,,20.9,24.4,1494,1055434,Overall,Overall,,,DISEST,STATTYPE,55,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.7,10.7,,,9.8,11.6,873,243207,Overall,Overall,,,DISEST,STATTYPE,19,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.7,4.7,,,4.0,5.6,286,25854,Overall,Overall,,,DISEST,STATTYPE,2,Q6VIS,AGEADJPREV,CAT1,BO1,,
2021,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,14.6,14.6,,,14.1,15.2,5361,4915642,Overall,Overall,,,DISEST,STATTYPE,83,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,72.7,72.7,,,71.4,73.9,6961,3770118,Overall,Overall,,,DISEST,STATTYPE,4,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.7,3.7,,,3.2,4.3,468,43956,Overall,Overall,,,DISEST,STATTYPE,23,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,70.1,70.1,,,68.7,71.4,7519,3192857,Overall,Overall,,,DISEST,STATTYPE,29,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.5,2.5,,,2.3,2.7,1349,237121,Overall,Overall,,,DISEST,STATTYPE,87,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,26.9,26.9,,,26.2,27.6,15873,3006532,Overall,Overall,,,DISEST,STATTYPE,86,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Overall,Overall,,,DISEST,STATTYPE,66,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,18.9,18.9,,,17.4,20.6,895,592636,Overall,Overall,,,DISEST,STATTYPE,72,Q6MOB,AGEADJPREV,CAT1,BO1,,
2021,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,37.0,37.0,,,35.2,38.8,2232,1330951,Overall,Overall,,,DISEST,STATTYPE,21,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.2,12.2,,,11.4,13.1,1296,691617,Overall,Overall,,,DISEST,STATTYPE,53,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.9,4.9,,,4.5,5.5,605,230271,Overall,Overall,,,DISEST,STATTYPE,8,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.2,8.2,,,7.3,9.1,835,324124,Overall,Overall,,,DISEST,STATTYPE,45,Q6IND,AGEADJPREV,CAT1,BO1,,
2021,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.5,71.5,,,70.3,72.7,6381,3457523,Overall,Overall,,,DISEST,STATTYPE,18,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.0,6.0,,,5.0,7.1,221,46119,Overall,Overall,,,DISEST,STATTYPE,10,Q6IND,AGEADJPREV,CAT1,BO1,,
2021,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.9,10.9,,,10.0,11.8,836,3449459,Overall,Overall,,,DISEST,STATTYPE,6,Q6MOB,AGEADJPREV,CAT1,BO1,,
2021,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.2,3.2,,,2.6,3.9,245,19780,Overall,Overall,,,DISEST,STATTYPE,38,Q6VIS,AGEADJPREV,CAT1,BO1,,
2021,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.8,5.8,,,5.2,6.5,885,1285511,Overall,Overall,,,DISEST,STATTYPE,48,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.5,9.5,,,8.9,10.1,2103,489029,Overall,Overall,,,DISEST,STATTYPE,24,Q6MOB,AGEADJPREV,CAT1,BO1,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,28.6,28.6,,,27.0,30.2,1517,2460352,Overall,Overall,,,DISEST,STATTYPE,37,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.1,5.1,,,4.4,5.8,450,325125,Overall,Overall,,,DISEST,STATTYPE,25,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.1,5.1,,,4.4,6.0,459,274599,Overall,Overall,,,DISEST,STATTYPE,55,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.9,2.9,,,2.5,3.4,266,42385,Overall,Overall,,,DISEST,STATTYPE,16,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.8,7.8,,,7.1,8.6,734,50481,Overall,Overall,,,DISEST,STATTYPE,38,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.6,75.6,,,74.3,76.8,6655,4743064,Overall,Overall,,,DISEST,STATTYPE,51,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,7.7,7.7,,,6.8,8.8,461,283094,Overall,Overall,,,DISEST,STATTYPE,21,Q6VIS,AGEADJPREV,CAT1,BO1,,
2021,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,11.6,11.6,,,10.0,13.5,335,80789,Overall,Overall,,,DISEST,STATTYPE,10,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.8,3.8,,,3.4,4.4,626,193470,Overall,Overall,,,DISEST,STATTYPE,29,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.1,77.1,,,75.8,78.4,5447,5039685,Overall,Overall,,,DISEST,STATTYPE,34,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.7,9.7,,,9.1,10.3,1797,622748,Overall,Overall,,,DISEST,STATTYPE,53,Q6MOB,AGEADJPREV,CAT1,BO1,,
2021,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.3,6.3,,,5.0,7.9,163,155240,Overall,Overall,,,DISEST,STATTYPE,32,Q6VIS,AGEADJPREV,CAT1,BO1,,
2021,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.0,12.0,,,11.5,12.5,6234,2020405,Overall,Overall,,,DISEST,STATTYPE,36,Q6MOB,AGEADJPREV,CAT1,BO1,,
2021,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.3,8.3,,,7.9,8.7,3906,2962133,Overall,Overall,,,DISEST,STATTYPE,83,Q6IND,AGEADJPREV,CAT1,BO1,,
2021,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,29.9,29.9,,,27.4,32.5,899,742257,Overall,Overall,,,DISEST,STATTYPE,32,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,68.9,68.9,,,68.2,69.6,25552,22878990,Overall,Overall,,,DISEST,STATTYPE,83,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,5.6,5.6,,,4.9,6.4,673,1208531,Overall,Overall,,,DISEST,STATTYPE,48,Q6VIS,AGEADJPREV,CAT1,BO1,,
2021,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,16.3,16.3,,,14.5,18.2,626,457199,Overall,Overall,,,DISEST,STATTYPE,72,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.2,7.2,,,5.2,10.1,101,7005,Overall,Overall,,,DISEST,STATTYPE,66,Q6IND,AGEADJPREV,CAT1,BO1,,
2021,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.1,77.1,,,75.0,79.1,2292,402560,Overall,Overall,,,DISEST,STATTYPE,11,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.6,3.6,,,3.2,4.1,468,153363,Overall,Overall,,,DISEST,STATTYPE,45,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.4,25.4,,,23.7,27.1,1412,222454,Overall,Overall,,,DISEST,STATTYPE,44,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,14.6,14.6,,,13.4,15.9,681,457298,Overall,Overall,,,DISEST,STATTYPE,41,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12.0,12.0,,,10.9,13.1,722,3468539,Overall,Overall,,,DISEST,STATTYPE,6,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.8,3.8,,,3.4,4.3,395,170951,Overall,Overall,,,DISEST,STATTYPE,8,Q6VIS,AGEADJPREV,CAT1,BO1,,
2021,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.5,7.5,,,6.7,8.4,820,83033,Overall,Overall,,,DISEST,STATTYPE,23,Q6IND,AGEADJPREV,CAT1,BO1,,
2021,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,4.2,4.2,,,3.9,4.5,2162,1553272,Overall,Overall,,,DISEST,STATTYPE,83,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.4,8.4,,,7.5,9.4,485,250136,Overall,Overall,,,DISEST,STATTYPE,40,Q6IND,AGEADJPREV,CAT1,BO1,,
2021,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,8.8,8.8,,,8.2,9.5,1160,239967,Overall,Overall,,,DISEST,STATTYPE,19,Q6MOB,AGEADJPREV,CAT1,BO1,,
2021,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.5,11.5,,,10.6,12.5,719,426261,Overall,Overall,,,DISEST,STATTYPE,41,Q6MOB,AGEADJPREV,CAT1,BO1,,
2021,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.2,76.2,,,73.9,78.3,4861,485870,Overall,Overall,,,DISEST,STATTYPE,46,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,14.9,14.9,,,14.5,15.4,8547,5732960,Overall,Overall,,,DISEST,STATTYPE,83,Q6MOB,AGEADJPREV,CAT1,BO1,,
2021,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,7.5,7.5,,,6.6,8.4,577,41513,Overall,Overall,,,DISEST,STATTYPE,2,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.1,3.1,,,2.6,3.6,268,36957,Overall,Overall,,,DISEST,STATTYPE,15,Q6VIS,AGEADJPREV,CAT1,BO1,,
2021,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.5,71.5,,,70.3,72.7,9115,6075469,Overall,Overall,,,DISEST,STATTYPE,39,Q6DIS2,AGEADJPREV,CAT1,BO1,,
2021,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.7,8.7,,,7.9,9.6,1189,415834,Overall,Overall,,,DISEST,STATTYPE,29,Q6IND,AGEADJPREV,CAT1,BO1,,
2021,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,22.7,22.7,,,21.8,23.5,3781,1001956,Overall,Overall,,,DISEST,STATTYPE,27,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.2,4.2,,,3.7,4.9,306,465135,Overall,Overall,,,DISEST,STATTYPE,42,Q6VIS,AGEADJPREV,CAT1,BO1,,
2021,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,2.5,2.5,,,1.9,3.2,150,114595,Overall,Overall,,,DISEST,STATTYPE,55,Q6VIS,AGEADJPREV,CAT1,BO1,,
2021,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,10.0,10.0,,,9.1,11.1,696,393377,Overall,Overall,,,DISEST,STATTYPE,21,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.0,4.0,,,3.7,4.3,2295,451045,Overall,Overall,,,DISEST,STATTYPE,86,Q6VIS,AGEADJPREV,CAT1,BO1,,
2021,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.2,25.2,,,24.2,26.3,2743,573350,Overall,Overall,,,DISEST,STATTYPE,49,Q6DIS1,AGEADJPREV,CAT1,BO1,,
2021,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.1,12.1,,,11.9,12.3,67557,31707110,Overall,Overall,,,DISEST,STATTYPE,59,Q6MOB,AGEADJPREV,CAT1,BO1,,
2021,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,9.6,9.6,,,8.3,10.9,556,216970,Overall,Overall,,,DISEST,STATTYPE,5,Q6IND,AGEADJPREV,CAT1,BO1,,
2021,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.6,5.6,,,5.3,6.0,3379,1572726,Overall,Overall,,,DISEST,STATTYPE,82,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.8,3.8,,,3.2,4.5,265,1186435,Overall,Overall,,,DISEST,STATTYPE,6,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,14.4,14.4,,,13.3,15.6,886,195614,Overall,Overall,,,DISEST,STATTYPE,16,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.1,6.1,,,5.8,6.5,2620,561114,Overall,Overall,,,DISEST,STATTYPE,87,Q6IND,AGEADJPREV,CAT1,BO1,,
2021,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.5,3.5,,,3.0,4.1,281,205160,Overall,Overall,,,DISEST,STATTYPE,25,Q6VIS,AGEADJPREV,CAT1,BO1,,
2021,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.6,3.6,,,3.5,3.8,17012,9213235,Overall,Overall,,,DISEST,STATTYPE,59,Q6SEL,AGEADJPREV,CAT1,BO1,,
2021,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.5,13.5,,,12.3,14.7,1032,497862,Overall,Overall,,,DISEST,STATTYPE,45,Q6COG,AGEADJPREV,CAT1,BO1,,
2021,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.8,5.8,,,5.5,6.1,4253,579953,Overall,Overall,,,DISEST,STATTYPE,87,Q6HEAR,AGEADJPREV,CAT1,BO1,,
2021,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.1,13.1,,,11.8,14.4,575,1045595,Overall,Overall,,,DISEST,STATTYPE,37,Q6COG,AGEADJPREV,CAT1,BO1,,
